,answer,question_text,text_id,grade,score
331,because Gwen reminded him of his father. And he don't miss him Gwen just reminded him of his father.,"After Max gets home from having dinner with Freak and his mom, Gwen, Max is ""crying like a baby."" Why does he cry? Explain your thinking with evidence from the text and your own experiences.",BASEQpwIeGWIxHCqHB5gf3Mn3g,6,6
332,A picture that I saw in the text was Jackie Robison in a baseball stadium in the stands at a Dodgers game and he was standing up with his hand in the air and there was a baseball coming towards him so I learned that he caught a baseball at a Dodgers game.,"Describe something you learned by looking at a table, graph, or picture in this text.",BASE9WgUBEgR2F0xH48T8ua6xg,4,9
333,"Franklin is a turtle who always messes up but realizes they are mistakes. Franklin would become a superhero most likely. I think this because he is trusted, loving, silly, and happy all the time.
If he was repeatedly lying, rude, unhelpful, mad, and avoiding. He would join pirates because they can be evil in plots but they also could be superior.",Do you think the main character or person would be more likely to join a crew of pirates or become a superhero? Support your answer.,BASEJwRUvIDU8ZqDfMyU87w9mw,5,9
334,one word is manually i think he uses that word a lot because  Neil Armstrong was always flying a plane manually,"What is a challenging word that the author uses multiple times? What is the meaning of this word, and why do you think the author uses this word so many times?",BASE2B0uB7UEsOnh5AdJ0Am7Zg,4,8
335,THAT THEY WERE TRYING TO FIND OUT WHY THIS WAS HAPPEN TO THE COUNTRY AND WHY MORE MEXICAN WERE COMING TO OUR COUNTRY TO STAY CAUSE THEIR WERE WAR BREAKING LAWS,How did this text end? Imagine if one more chapter or section were added it. What do you think it would be about?,MANUklz_kRy9Eavi3ye8js7iNg,6,3
336,"i will rather be friends with duncan so i could lern how to draw
and be good friends with the crayons.","Would you rather be friends with the main character or person in the text you are reading now, or with the main character or person from the last text you read? Why?",MANUVk_P9LIQ2AZIjIofzbHAoA,4,8
337,"The part of the novel that had me on the edge of my seat is when the animatronics caught the main character, Charlie. Twisted Freddy is one of the villains in the book. He captured Charlie in a tank in his stomach and trapped her in it. I was going to think that Charlie was going to get killed in the tank because there are robotic parts in there that might snap and kill her. The parts are called springlocks.",Which part of this text had you on the edge of your seat? Think back to that moment. What did you think was going to happen next?,AUT72Tx6KWbNisY8Pz1EoemXQ,5,10
338,"Not really. He is kind of mean. And when people are mean,they might hurt people,make fun of them,and you don't want to be a bully because you will get in trouble and if you're in school you will get a folder sign.",Do you look up to the main character or person in this text? Why or why not?,BASE1DgC9AJQDckNNg-UAujv_Q,2,9
339,One phrase from the text that is not to be understood literally is two rights don't make a left. I can tell because the real saying is two wrongs don't make a right. I can also see why because the BFG uses a lot of figurative language. That is why two rights don't make a left is not to be understood literally.,"What is one word or phrase from the text that is not to be understood literally, but figuratively intead? How do you know?",AUTX6MUOzUefEHCB8hhoLWudQ,5,9
340,No! I   have never ever went on  a trip like Destiny's gift I've never went  by my self my mom will not let me by  my own like,Does the main person or character go on an adventure that reminds you of an adventure from another text you have read? How are the two adventures similar?,AUTJfAnEIe5XGTq1jvkynEr-Q,3,6
341,The mouse was exited that the lion let him free and he showed lion he could help him.,When was the main character or person happy?,BASEicPiJQ-yOnKn9vqtKugQkg,-1,9
342,I would just say to try it until they would try it because if you never try it you do not know how it will taste until you taste it.,"If you had a friend who disliked a food but had never tried it before, how would you convince him or her to try it?",BASEVRC8J4bm-WChS_qczxKQMQ,1,9
343,I would rather live in suicide squad world because it is amazing and magical also adventures.It also took place in a city and prison but it was creepy and creepy and many destroyed places also it looked like a ghost city field with villains.,"Would you rather live in the world described in the text you are reading now, or in the world described in the last text you read? Why?",MANUr42LHg_pUzs8NniH-oB3UA,5,9
344,nimitz facts,Find a line from the text that would make a good title. Why would this line be a good new title for the text?,BASEUEW2a2DiUeVddIQBdw161g,4,2
345,I told him to take the world and I take the train tracks the world  kind and nice  do you,Do you think the main character would like you to be his or her friend? Why?,AUTUyVQ4jXmlM2NX_iSk43Sjg,2,2
346,The pet store was robbed and a guy with a box on his head and a bag of plastic treasure chests with lots of money and gold for some reason and I don't know why a girl snapped a,Describe the picture you would draw to show what happened at the beginning of the book?,BASE8Bc7pnCbilQmCsgDkKMW_w,3,6
347,Daedalus and Albert Einstein are similar. One reason that Daedalus and Albert Einstein are similar is because they both were the smartest of their time. Another reason why Daedalus and Albert Einstein are similar is because they both accomplished a scientific study that hasn't been done or created before. The last reason that Daedalus and Albert Einstein are similar is because they both designed and created weapons.,Think about the main character or person in this text and choose a person from history to whom they are similar. Describe three ways this individual is similar to the individual from history.,AUTLN88-5sgXu0XUm9ou2-QoA,7,9
348,Insuperable and the meaning is impossible to overcome. Because their is other stuff in the book that is insuperable definition.,"What is a challenging word that the author uses multiple times? What is the meaning of this word, and why do you think the author uses this word so many times?",MANUr42LHg_pUzs8NniH-oB3UA,5,9
349,The boy who lived the meaning is that Harry Potter is a boy who is mistreated and is not a well treated boy. Because his parents died because The dark Lord Wanted the Potter family. But Know he is after Harry Potter.,"Choose either the title of the most recent chapter you read, or the title of your text. Explain the deeper meaning of the title.",MANUEp7VKIjpcsalqLdTxbPuzA,6,7
350,I think it was when Dolsi's painting got wrecked (because someone smeared black paint all over them) and she almost gave up on her dream she has had scince she was a kid.,What is the biggest frustration that someone experienced in the text? Quote a passage that describes this individual's frustration and anger. Why were they so upset?,BASEQY-QMbPP0SobGHwmWhX7PQ,4,8
351,It reminbes me  of a book that i read in real life.,What other book does this book remind you of? How are they similar?,BASEWD5j6PHYAishdrlYGqVh5w,1,7
352,I think a paperclip would stick to a magnet because it is magnetic but a brass fastener wouldn't because it is not magnetic,Why would a paper clip stick to an iron nail that is stuck to a magnet? Would a brass fastener also stick to the nail? Why or why not?,BASEZv-Jgt1uIDmYfWlk2D-SRA,1,10
353,"spooky haunted house, because of bats in mices and eveeryone though it was a  ghost inside of the cabin when at all times it was   the mices running thur in making all this stuff going on .",Come up with a new name for this book.,AUTXBil54HJgh0bFYGpfQo0Wg,2,9
